,job_location,main_rating,Work/Life Balance,Culture & Values,Diversity & Inclusion,Career Opportunities,Compensation and Benefits,Senior Management,Business Outlook,CEO Approval,Recommend,cons,post_title,pros,status,Work/Life Balance_rolling_10mean,Culture & Values_rolling_10mean,Diversity & Inclusion_rolling_10mean,Career Opportunities_rolling_10mean,Compensation and Benefits_rolling_10mean,Senior Management_rolling_10mean,country,company
2018-11-27,Senior Financial Auditor in Luxembourg,3.0,1.0,2.0,,4.0,3.0,3.0,V,X,V,"No social life, overtime, low salary","Lot of work, normal salary","Team building, net working, accountant","Current Employee, more than 3 years",2.6666666666666665,3.4444444444444446,,4.333333333333333,3.5555555555555554,3.4444444444444446,lux,deloitte
2018-12-20,Audit > in Luxembourg,4.0,2.0,4.0,,5.0,4.0,4.0,-,O,V,"Hours can be long year round depending on projects. Slight disconnect from partners, but not each one.",Audit Senior,High profile clients. Industry trainings. Access to worldwide deloitte network and global mobility options,"Current Employee, more than 3 years",2.4444444444444446,3.3333333333333335,,4.333333333333333,3.6666666666666665,3.4444444444444446,lux,deloitte
2019-02-14,Senior Consultant in Luxembourg,5.0,2.0,3.0,,4.0,3.0,4.0,V,O,V,Flexibility needs to be enhanced in terms of internal movement.,Dynamic environment with large scale projects,Great company with an opportunity to participate in several projects in fund industry. Diversity has been improved in the last 2 years. Dynamic environment with knowledgeable people and very good career / promotion opportunities.,"Current Employee, more than 3 years",2.4,3.3,,4.3,3.6,3.5,lux,deloitte
2019-04-15,Audit Manager in Luxembourg,4.0,2.0,4.0,,4.0,4.0,4.0,V,-,V,Stress & poor work-life balance,Good for professional growth but stressful,One of the best places to learn and grow professionally,"Current Employee, more than 5 years",2.5,3.5,,4.3,3.7,3.8,lux,deloitte
2019-05-10,Senior Audit in Luxembourg,5.0,4.0,5.0,,5.0,3.0,5.0,V,V,V,Salary range are above the other big four but they are still very low,Challenging experience with nice environment,There is amazing intelligent people and strong interaction with the client something I feel is very important to early start of your career.,"Former Employee, more than 3 years",2.6,3.7,,4.4,3.7,4.0,lux,deloitte
2019-05-12,Internship in Luxembourg,3.0,1.0,3.0,,3.0,3.0,2.0,-,-,V,"During the peak seasons, people can finish their works very late depends on their industries",Good beginning for profession,"Understanding the audit procedures, getting feedback from managers","Former Employee, less than 1 year",2.2,3.5,,4.2,3.5,3.7,lux,deloitte
2019-05-27,Analyst in Luxembourg,4.0,3.0,3.0,,4.0,3.0,2.0,-,-,V,"Working hours, management style, lack of communication within the team, partner pression",Challenging,"Projects, travelling options and training quality",Current Employee,2.1,3.3,,4.2,3.4,3.4,lux,deloitte
2019-06-04,Analyst in Luxembourg,4.0,3.0,3.0,,5.0,2.0,3.0,O,O,O,"Sometimes hard to have a work-life balance
Luxembourg city can get boring",Deloitte Luxembourg,"Global company with network of experts
Nice colleagues
Fewer working hours than other Deloitte offices and higher salaries (Luxembourg office)","Current Employee, more than 1 year",2.3,3.3,,4.2,3.3,3.3,lux,deloitte
2019-06-11,Audit Trainee in Luxembourg,5.0,,,,,,,O,O,O,Job can get quite repetitive,Wonderful work environment,I worked in Deloitte Luxembourg as an Audit Trainee for 3 months. Wonderful working environment and good salary,"Former Intern, less than 1 year",2.2222222222222223,3.2222222222222223,,4.222222222222222,3.2222222222222223,3.2222222222222223,lux,deloitte
2019-06-17,Anonymous Employee in Luxembourg,1.0,1.0,1.0,,1.0,3.0,1.0,-,O,X,"Everything that you can imagine: bad management, no handover or real training (besides the ones mandatory by law and which are not job-related in most cases), favoritism, xenophoby, hire and fire practices, no sense of team within the team — the worst human and professional experience I have ever had.",The worst experience of my 18+ years of work experience,The salary and benefits for experienced professionals are not bad.,Former Employee,2.111111111111111,3.111111111111111,,3.888888888888889,3.111111111111111,3.111111111111111,lux,deloitte
2019-06-22,Senior Advisor in Luxembourg,1.0,1.0,1.0,,2.0,3.0,1.0,O,O,X,"Your whole career/ future there depends on politics and nationality. Obvious discrimination against internationals. Your qualifications or CV don’t matter as long as the right people support or “like” you (even at a personal level...). Incompetent managers keep being promoted or hired. No appreciation of the work you do, no meritocracy for bonuses/ promotions. Bad behaviors and negative environment in general.","If you are not a francophone, don’t even bother","Opportunity to learn, only  if you are supported.","Current Employee, more than 3 years",2.111111111111111,3.0,,3.6666666666666665,3.111111111111111,2.888888888888889,lux,deloitte
2019-06-30,Audit Manager in Luxembourg,4.0,2.0,5.0,,5.0,3.0,4.0,V,V,V,"- Long working hours;
- Stress and tight deadlines;
- Salaries are below the market",Great learning experience,"- Company is in the business of providing advice and solutions, hence they invest a lot in your training and development;
- Lots of challenging projects, on the job learning and unique opportunity to get to know clients - big companies - from inside;
- Fast-paced, well-structured internally;
- Lots of ambitious and smart people of similar backgrounds - you’ll definitely build professional and personal friendships for life.","Former Employee, more than 3 years",2.111111111111111,3.111111111111111,,3.6666666666666665,3.0,2.888888888888889,lux,deloitte
2019-07-22,Tax Trainee in Luxembourg,5.0,5.0,5.0,,5.0,5.0,5.0,V,V,V,Might be a bit stressful,Tax trainee with really good,Atmosphère is incredibly amazing and warm,"Current Employee, more than 1 year",2.4444444444444446,3.3333333333333335,,3.7777777777777777,3.2222222222222223,3.0,lux,deloitte
2019-08-13,Anonymous Employee in Luxembourg,3.0,,,,,,,O,O,O,"not place for growth, not balance work life",intern,"nice cases, friendly people, trainings","Former Employee, less than 1 year",2.5,3.25,,3.75,3.125,2.875,lux,deloitte
2019-10-07,Advisory in Luxembourg,4.0,4.0,5.0,,4.0,5.0,4.0,V,V,V,"Long hours, you will often change departments",Good work life balance,"Great colleagues, always interesting people to talk with and very collaborative teams","Former Intern, less than 1 year",2.5,3.25,,3.625,3.375,2.75,lux,deloitte
2019-11-28,Consultant in Luxembourg,3.0,1.0,1.0,,4.0,3.0,3.0,-,-,V,"company values and ways of working not fit to millennial culture, very long working hours, lack of work-life balance",-,steep learning curve and exposure to several different types of projects,"Current Employee, more than 3 years",2.5,3.0,,3.75,3.375,2.875,lux,deloitte
2019-12-12,Auditeur in Luxembourg,4.0,2.0,5.0,,4.0,4.0,4.0,O,O,V,None to be disclosed so far,Very good experience,Quite good in my opinion,"Former Employee, more than 1 year",2.375,3.25,,3.75,3.5,3.125,lux,deloitte
2020-01-02,Senior Officer in Luxembourg,4.0,4.0,2.0,,3.0,3.0,3.0,-,-,V,Manager and above and below manager are two separate worlds,A big company,Very on point on-boarding process.,"Current Employee, more than 1 year",2.5,3.125,,3.5,3.625,3.125,lux,deloitte
2020-01-02,Audit Senior in Luxembourg,2.0,1.0,2.0,,5.0,2.0,2.0,O,O,O,"long hours  poorly compensated
poor top management 
half of staff does not perform and therefore others need to do their job","Long hours, poor top management","International environment
nothing else to mention","Current Employee, more than 3 years",2.3333333333333335,3.0,,3.6666666666666665,3.4444444444444446,3.0,lux,deloitte
2020-01-09,Officer in Luxembourg,1.0,2.0,2.0,,1.0,5.0,1.0,X,O,X,Very bad salary...racism is most definitly apparent and sexism against women who are working with young children.  Human Resources are a disaster here. They refuse to answer emails and communication is poor.,Terrible experience,There is no good reason to work here.,"Former Employee, more than 1 year",2.4444444444444446,3.111111111111111,,3.6666666666666665,3.6666666666666665,3.0,lux,deloitte
2020-02-18,Audit Manager in Luxembourg,4.0,4.0,5.0,,4.0,4.0,3.0,O,O,O,"yearly Evaluation process to improve, too basic",Good benefits and a lot of flexibility,"Very flexible (can work between 6am and 10 pm, homeworking, etc)

A lot of effort to improve work/life balance","Current Employee, more than 5 years",2.7777777777777777,3.5555555555555554,,3.888888888888889,3.7777777777777777,3.2222222222222223,lux,deloitte
2020-03-11,Trainee in Luxembourg,5.0,2.0,4.0,,5.0,2.0,4.0,O,O,O,"workload, pressure, competition, low salary",Dynamic work environment,"dynamic, instructive, diversified, international, influential",Current Intern,2.7777777777777777,3.4444444444444446,,3.888888888888889,3.6666666666666665,3.2222222222222223,lux,deloitte
2020-04-18,Junior Auditor in Luxembourg,3.0,3.0,5.0,,4.0,4.0,4.0,O,O,O,Overtime may not be paid depending on the manager you are working with,"Great Experience, but would definitely not recommend for the long-term","Lots to learn
Very diverse and international teams","Former Employee, less than 1 year",2.5555555555555554,3.4444444444444446,,3.7777777777777777,3.5555555555555554,3.111111111111111,lux,deloitte
2020-04-25,Manager in Luxembourg,5.0,3.0,5.0,,5.0,3.0,5.0,V,O,V,"you are going to be push out of your confort zone, so it's vital to have a ""ready to do and learn""  mindset",benefits / disadvantages,"boost your learning curve in working in multicuralism and dynamic company,","Current Employee, more than 1 year",2.6,3.6,,3.9,3.5,3.3,lux,deloitte
2020-04-26,Manager in Luxembourg,5.0,5.0,5.0,,4.0,4.0,5.0,V,V,V,Not anything in particular to add,Best employee policy,Good work life balance,"Current Employee, less than 1 year",2.7,3.6,,3.9,3.4,3.4,lux,deloitte
2020-04-30,Junior Auditor in Luxembourg,2.0,3.0,1.0,,4.0,3.0,1.0,X,O,X,"Awful treatment from superiors to lower positions: French seniors/managers will treat you bad and offend you if they don't like you as a person (even if you studied in a tough and good university). ZERO human interaction and no single word about you as a person, besides your job.",A place where robots or people with no emotions can work,Learn to have a method and planning; good relationships among peers; corporate events,"Former Employee, less than 1 year",2.9,3.6,,3.9,3.4,3.2,lux,deloitte
2020-05-01,Auditor in Luxembourg,5.0,,,,,,,O,O,O,Balance work life personal life,Ok,Learning fast every working day,Current Employee,3.0,3.4444444444444446,,3.888888888888889,3.3333333333333335,3.111111111111111,lux,deloitte
2020-05-05,Senior Project Manager in Luxembourg,4.0,,,,,,,O,O,O,"1. Office politics
2. Lack of courageous Leaders
3. Risk averse culture
4. Lack of Belonging",Good Place to Work,"1. Competitive wages
2. Benefits
3. Holidays
4. Flex work
5. Career progression",Current Employee,2.875,3.625,,4.0,3.375,3.125,lux,deloitte
2020-05-18,Manager in Luxembourg,4.0,,,,,,,O,O,O,"Specialization is not very easy, very general",Good organization overall,"Steep learning curve, international mindset and great community overall","Former Employee, more than 3 years",3.142857142857143,3.857142857142857,,3.857142857142857,3.5714285714285716,3.2857142857142856,lux,deloitte
2020-06-05,Data Analyst in Luxembourg,4.0,,,,,,,O,O,O,"Bad work-life balance, either high stress days or nothing to do",Dynamic environment,Highly dynamic environment with the possibility to see multiple projects and areas,Current Employee,3.3333333333333335,4.166666666666667,,4.333333333333333,3.3333333333333335,3.6666666666666665,lux,deloitte
2020-06-10,Analyst in Luxembourg,4.0,4.0,4.0,,4.0,3.0,4.0,V,V,V,"Salary, working hour, parking spots",Deloitte analyst,"Team, growing opportunity, networking, working environment,","Current Employee, more than 1 year",3.3333333333333335,4.0,,4.333333333333333,3.1666666666666665,3.8333333333333335,lux,deloitte
2020-07-03,Consultant in Luxembourg,3.0,2.0,3.0,,4.0,2.0,2.0,O,O,O,"Poor top management
French culture heavily dominant",Deloitte Luxembourg,Variety and lots of experience,"Current Employee, more than 3 years",3.3333333333333335,3.8333333333333335,,4.166666666666667,3.1666666666666665,3.5,lux,deloitte
2020-07-10,HR Officer in Luxembourg,5.0,4.0,5.0,,5.0,5.0,4.0,V,-,V,Few inconvenients at Deloitte Luxembourg,Super,Great Advantages at Deloitte Luxembourg,Current Employee,3.5,3.8333333333333335,,4.333333333333333,3.3333333333333335,3.5,lux,deloitte
2020-07-27,Analyst in Luxembourg,5.0,4.0,2.0,,5.0,5.0,3.0,V,V,X,Feedback culture; company culture can be hard to click with,Good Company,Great benefits; good learning opportunity,Current Employee,3.6666666666666665,3.3333333333333335,,4.333333333333333,3.6666666666666665,3.1666666666666665,lux,deloitte
2020-07-31,Senior Consultant in Luxembourg,3.0,,,,,,,O,O,O,"Below the market salary, not all overtime can be charged, no work life balance",It's alright,"Flexibility, paid certificate training, good on cv for future opps",Current Employee,3.4,3.0,,4.4,3.6,2.8,lux,deloitte
2020-08-08,Analyst in Luxembourg,2.0,3.0,3.0,,3.0,2.0,1.0,V,-,X,"-absence of any form of coaching
-when not chargeable on a project, so I had basically nothing to do, I was not allowed to enroll in training. The motivation? I was told ""what do you need it for?!""
-lack of diversity (depending on the team)",Complete lack of communication,"You work for a Big4, whatever that means",Former Employee,3.4,3.4,,4.2,3.4,2.8,lux,deloitte
2020-08-12,Consultant in Luxembourg,4.0,2.0,4.0,,4.0,2.0,3.0,V,-,V,Bad work life balance and low salary for a Luxembourg based company,Good company for learning,good learning curve and nice atmosphere,"Current Employee, more than 3 years",3.1666666666666665,3.5,,4.166666666666667,3.1666666666666665,2.8333333333333335,lux,deloitte
2020-08-13,Senior Manager Data Science in Luxembourg,2.0,3.0,1.0,,2.0,2.0,1.0,X,O,X,Very bad culture with poisonous management,All going downhill,Full service offering on consulting side,"Current Employee, more than 3 years",3.142857142857143,3.142857142857143,,3.857142857142857,3.0,2.5714285714285716,lux,deloitte
2020-08-17,Junior Auditor in Luxembourg,4.0,3.0,4.0,,5.0,2.0,4.0,-,-,X,Work is too specialized and repetitive,Nice experience,Training and great teams + management,"Current Employee, more than 1 year",3.125,3.25,,4.0,2.875,2.75,lux,deloitte
2020-09-04,Audit Trainee in Luxembourg,4.0,3.0,4.0,,4.0,4.0,4.0,V,V,V,"during busy season it's hard, but it's part of the job",Nice people in a good company,"Benefits such as Iphone, Laptop, free gym sessions and so on","Former Intern, less than 1 year",3.111111111111111,3.3333333333333335,,4.0,3.0,2.888888888888889,lux,deloitte
2020-09-07,Analyst in Luxembourg,1.0,3.0,1.0,,2.0,1.0,2.0,-,O,X,"- Very Bad middle management with poor and subjective feedback culture, upward feedback is just an illusion
- Very low starting pay (near Luxembourg’s minimum wage)
- Confidentiality breaches within teams 
- Extremely bad coaching where coaches don’t even pretend to care about their coachees’interest 
- Juniors are clearly taken for granted 
- Inexistent investment in people’s potential 
- Office politics
- Clearly uses COVID 19 to justify budget cuts planned way before the crisis 
- Overtime almost impossible to charge. Discrepancies on this matter are extreme from one team to another and thus unfair for those work 12hrs and have to input 8 in the timesheet.

Overall Deloitte Luxembourg has so many flaws it’d be hard to list them all exhaustively.",A very bad company to thrive and develop oneself,Get to put a Big 4 name of the resume,"Former Employee, more than 1 year",3.0,3.0,,3.7777777777777777,2.7777777777777777,2.6666666666666665,lux,deloitte
2020-09-07,Manager in Luxembourg,3.0,,,,,,,O,O,O,"Work-life balance, office politics, biased performance reviews",Good learning opportunities,"Knowledge management systems, entrepreneurial attitude, meritocracy",Former Employee,3.125,3.0,,3.75,2.875,2.75,lux,deloitte
2020-09-14,Senior Risk Reporting Analyst in Luxembourg,4.0,5.0,4.0,4.0,4.0,4.0,5.0,V,O,V,Sometimes confronted with high volumes of repetitive work,Good environment to develop skills,Possibility to progress and work across teams,"Former Employee, more than 3 years",3.25,2.875,4.0,3.625,2.75,2.875,lux,deloitte
2020-09-20,Audit in Luxembourg,5.0,,,,,,,O,O,O,Bad work life balance due to lot of work,Bon,Good package and work environment,Former Employee,3.142857142857143,3.0,4.0,3.4285714285714284,2.4285714285714284,2.857142857142857,lux,deloitte
2020-09-25,Project Management Assistant in Luxembourg,2.0,1.0,3.0,4.0,3.0,3.0,2.0,-,-,X,"Rigid processes, inefficient communication between departments.",You're definitely just a number,Great cantine and good team feeling.,"Former Employee, less than 1 year",2.875,3.0,4.0,3.375,2.5,2.75,lux,deloitte
2020-09-28,Consultant in Luxembourg,4.0,3.0,5.0,5.0,5.0,4.0,3.0,O,O,O,"Hours can be long 
Ambiance will depends on the team and Director",Good place to learn,"Ability to work with big clients 
Opportunity to work abroad 
Good package","Current Employee, more than 1 year",2.875,3.25,4.333333333333333,3.625,2.75,3.0,lux,deloitte
2020-09-30,Senior Human Resources Business Partner in Luxembourg,4.0,3.0,4.0,4.0,5.0,5.0,3.0,V,-,V,The cultural system must adapt to their people as it is crushing people for no reasons,Great Company,"Innovative, creative, driving change, on top of new ways of working, challenging the statu quo, lots of care on their people","Former Employee, more than 3 years",3.0,3.25,4.25,3.75,3.125,3.0,lux,deloitte
2020-10-07,Consultant in Esch-sur-Alzette,4.0,,,,,,,O,O,O,"Communication, trainees, quality of service",Consultant,"Meal tickets, car leasing and work from home scheme",Former Employee,3.0,3.5714285714285716,4.25,4.0,3.2857142857142856,3.2857142857142856,lux,deloitte
2020-10-07,Analyst in Luxembourg,3.0,1.0,3.0,3.0,5.0,3.0,2.0,X,V,V,"Low starting salary
Formatting style ""fit in the box""",Learning experience,"Soft skills learning
View of a wide range of clients","Former Employee, more than 1 year",2.7142857142857144,3.4285714285714284,4.0,4.0,3.4285714285714284,3.0,lux,deloitte
2020-10-09,Consultant in Luxembourg,5.0,3.0,5.0,5.0,5.0,3.0,4.0,O,O,O,"- Long working hours
- Complex work
- Demanding in all aspects",Great place to work,"- Limitless possibilities
- Great culture
- Opportunity to learn and grow while adding value","Current Employee, more than 1 year",2.7142857142857144,3.5714285714285716,4.166666666666667,4.142857142857143,3.2857142857142856,3.0,lux,deloitte
2020-10-12,Consultant in Luxembourg,2.0,2.0,2.0,4.0,4.0,2.0,2.0,-,-,X,Work-life balance / Working hours / Pressure / Respect,Deloitte,Education / Formation / Diversity / Direct contact with Clients,"Current Employee, more than 1 year",2.5714285714285716,3.7142857142857144,4.142857142857143,4.428571428571429,3.4285714285714284,3.0,lux,deloitte
2020-10-12,Consultant in Luxembourg,4.0,3.0,4.0,4.0,5.0,3.0,4.0,V,-,V,The pay is much lower than what you can make client side and with much less stress.,Deloitte Consulting,Challenging work with potentially interesting projects. Present good learning opportunities.,"Current Employee, more than 1 year",2.625,3.75,4.125,4.5,3.375,3.125,lux,deloitte
2020-10-13,Senior Auditor in Luxembourg,5.0,,,,,,,O,O,O,Work under pressure and overtime,Good environment,Flexibility in everything you can imagine and good salaries for audit workers,Current Employee,2.2857142857142856,3.7142857142857144,4.142857142857143,4.571428571428571,3.2857142857142856,2.857142857142857,lux,deloitte
2020-10-19,Internship in Luxembourg,4.0,3.0,3.0,4.0,4.0,3.0,4.0,V,-,X,"- low salary
- low exposure
- bad work life balance",Pretty good,"- respected company
- good option to start a career",Current Intern,2.375,3.625,4.125,4.5,3.25,3.0,lux,deloitte
2020-10-20,Trainee Auditor in Luxembourg,5.0,4.0,4.0,,5.0,5.0,4.0,-,O,V,this field is not applicable,Traineeship,"Good salary, good work environment","Former Intern, less than 1 year",2.75,3.75,4.142857142857143,4.75,3.5,3.25,lux,deloitte
2020-10-23,Consultant in Luxembourg,5.0,,,,,,,O,O,O,"1. Long hours sometimes
2. Not the highest salaries in luxmebourg",Work Hard but Learn a Lot,"1. Learning Curve
2. Diversity of Projects and industries",Current Employee,2.7142857142857144,3.5714285714285716,4.0,4.714285714285714,3.4285714285714284,3.2857142857142856,lux,deloitte
2020-10-29,Audit Trainee in Luxembourg,3.0,4.0,4.0,5.0,5.0,3.0,3.0,-,-,X,"Feels like being in a ford factory, audit is an uninteresting job in my opinion",Uninteresting work in an interesting company,"Competitive hiring package, flexible hours, cultural diversity, working in different teams","Former Intern, less than 1 year",2.857142857142857,3.5714285714285716,4.166666666666667,4.714285714285714,3.142857142857143,3.2857142857142856,lux,deloitte
2020-11-15,Audit Manager in Luxembourg,3.0,,,,,,,O,O,O,"tough work/life balance, lower than market salary",no,"good for start career, flexible",Former Employee,2.857142857142857,3.5714285714285716,4.166666666666667,4.714285714285714,3.142857142857143,3.2857142857142856,lux,deloitte
2020-11-17,Senior Tax Consultant in Luxembourg,5.0,5.0,4.0,5.0,5.0,5.0,5.0,V,V,V,Amounts of administrative work to be done,Very good employer for early stages of your career,"Dynamic teams, fast learning path, social skills",Current Employee,3.4285714285714284,3.7142857142857144,4.5,4.714285714285714,3.4285714285714284,3.7142857142857144,lux,deloitte
2020-12-02,Anonymous Employee in Luxembourg,5.0,,,,,,,O,O,O,the need for overtime approval,",",good work environment and competitive wages,Current Employee,3.5,3.5,4.4,4.666666666666667,3.5,3.6666666666666665,lux,deloitte
2020-12-11,Administrative Assistant in Luxembourg,4.0,5.0,4.0,4.0,3.0,4.0,4.0,-,-,V,Communication should be considered to improve,Good experience,Nice team and package in general,"Former Employee, less than 1 year",4.0,3.8333333333333335,4.4,4.5,3.8333333333333335,4.0,lux,deloitte
2020-12-15,Auditeur Financier Senior in Luxembourg,4.0,,,,,,,O,O,O,"Many working hours, specially in the busy season",Ok,"Good pay, bonus, and overtime paid",Current Employee,4.2,3.8,4.5,4.4,4.0,4.0,lux,deloitte
2020-12-18,Junior Auditor in Luxembourg,1.0,3.0,1.0,1.0,3.0,3.0,1.0,O,O,X,"I joined the company in late February, just before the lockdown and in the peak of the season. Unfortunatelly, I worked within a team which was awful and not helpful at all. Trainees were the best part, seniors useless and managers just a complete disaster. None of them was willing to help, some of them were even rude to me. After changing the team, things got better. However, it was too late and I left the company.",Terrible experience,Some teams are nice. Salaries are acceptable.,"Former Employee, less than 1 year",4.0,3.3333333333333335,3.8,4.166666666666667,3.8333333333333335,3.5,lux,deloitte
2020-12-19,Senior Officer in Luxembourg,4.0,,,,,,,O,O,O,"Salary, work load, no parking",Good,"Nice office, tasty cantine, near mall",Current Employee,4.2,3.4,3.75,4.2,4.0,3.4,lux,deloitte
2020-12-28,Junior Auditor in Luxembourg,4.0,4.0,4.0,4.0,4.0,4.0,4.0,O,O,O,Long hours and not enough feedbacks,Good company in general would recommend,Great deal of learning if you are in the right teams,"Current Employee, more than 1 year",4.2,3.4,3.8,4.0,3.8,3.4,lux,deloitte
2021-01-16,Financial Risk Analyst in Luxembourg,3.0,1.0,1.0,2.0,3.0,4.0,1.0,O,O,X,A lot of work. Hard to go grow within the company.,A lot of work. Not very sophisticated work,The salary and the benefits.,"Former Employee, less than 1 year",3.6666666666666665,3.0,3.5,3.8333333333333335,3.8333333333333335,3.0,lux,deloitte
2021-01-17,Senior Officer in Luxembourg,4.0,4.0,3.0,5.0,3.0,2.0,3.0,-,-,V,"low salary, everything depends on the team",it depends on the team you´re working with,"flexible hrs, homeoffice, indoor canteen","Current Employee, more than 3 years",3.6666666666666665,2.8333333333333335,3.5,3.5,3.6666666666666665,3.0,lux,deloitte
2021-01-18,Director in Luxembourg,5.0,5.0,4.0,4.0,5.0,5.0,4.0,V,V,V,Linear structure. Not agile or innovative enough.,Great place to build a career,"Outstanding learning environment. Great people, great clients.",Current Employee,3.857142857142857,3.0,3.5714285714285716,3.7142857142857144,3.857142857142857,3.142857142857143,lux,deloitte
2021-01-22,Manager in Luxembourg,5.0,2.0,4.0,5.0,5.0,4.0,4.0,V,-,V,"- Poor work/life balance
- Organization can be difficult to navigate at the beginning
- Administrative burdens that could be improved (e.g Staffing plan, expenses, benefits subscription, cars contract,..)",Great company to work for,"- Career Accelerator due to fast increasing responsibilities (management, recruitment, business dev, marketing,..)
- Work and learn with great professionals
- Access to a large set of trainings and certifications
- Competitive package","Current Employee, more than 3 years",3.4285714285714284,3.0,3.5714285714285716,3.7142857142857144,3.7142857142857144,3.0,lux,deloitte
2021-01-24,"Manager, Risk Advisory in Luxembourg",5.0,3.0,5.0,5.0,5.0,4.0,5.0,V,-,V,"As I was working on audit engagements, busy season hits hard every year - however this is as it is expected in this line of work and there are also possibilities to take on less clients if desired. Overall, the experience that someone makes depends a lot on the team and leadership of the team you are working in - for Risk Advisory team I cannot tell many other cons.",Amazing experience in Risk Advisory,"I started at Deloitte Luxembourg as an analyst and was promoted until manager within 5 years. Overall, I had a great time here - I made the experience, that management cares about staff, you are asked for your preferences and you are motivated to develop yourself and grow. I could make experiences working on different types of clients - from small engagements serving companies consisting of 2 employees, to big group audits in different industries with financial services being the main industry. Also I had the chance to work on different types of engagements - audit, regulatory, consulting and travel to other countries. 
In Risk Advisory a big focus is made on educating staff, there are several trainings offered per year and also I could gain several certifications. 
For me, this was a very good team to start my career. I was also quite happy with how management was dealing with the Covid crisis, we were sent to home office early on, and I could feel that management is caring about their people - even if in the beginning there was a lot of uncertainty.","Former Employee, more than 5 years",3.375,3.25,3.75,3.875,3.75,3.25,lux,deloitte
2021-01-25,Audit Intern in Luxembourg,4.0,4.0,4.0,4.0,5.0,4.0,4.0,V,V,V,Little rewards once project complete,A great experience to work for the big 4,friendly staff and quite a lot of benefits,"Former Intern, less than 1 year",3.25,3.25,3.75,4.125,3.75,3.25,lux,deloitte
2021-01-27,Audit Trainee in Luxembourg,5.0,5.0,5.0,5.0,5.0,4.0,3.0,V,-,V,"May be doing a bit of overstaffing in terms of interns, which hinders learning.",Intern Audit Deloitte Luxembourg,"Looks good on CV, learn basics of finance and accounting. Might be involved in several lines (PE, Investment Funds, etc.). Great atmosphere.","Former Intern, less than 1 year",3.4444444444444446,3.4444444444444446,3.888888888888889,4.222222222222222,3.7777777777777777,3.2222222222222223,lux,deloitte
2021-01-27,Audit Manager in Luxembourg,4.0,1.0,3.0,5.0,5.0,4.0,4.0,V,O,V,Hard to maintain a sort of life work balance,Great company to start your career in finance,"Diversity of people, great career opportunities and learning, good tools available, quality and smart people, great facilities, good salary","Former Employee, more than 3 years",3.2222222222222223,3.6666666666666665,4.333333333333333,4.444444444444445,3.888888888888889,3.5555555555555554,lux,deloitte
2021-02-04,Anonymous Intern in Luxembourg,5.0,4.0,5.0,5.0,5.0,5.0,4.0,-,O,V,Some of the work will not be interesting to do,Internship,"Work-life balance, Atmosphere, Team-spirit and inclusion","Former Intern, less than 1 year",3.3,3.8,4.4,4.5,4.0,3.6,lux,deloitte
2021-02-04,Junior Consultant in Luxembourg,5.0,3.0,5.0,4.0,4.0,4.0,4.0,V,-,V,Working hours during busy seasons,Good,Really interesting and good atmosphere,"Former Employee, more than 1 year",3.2,3.9,4.4,4.5,4.0,3.6,lux,deloitte
2021-02-05,Junior Auditor in Luxembourg,5.0,5.0,5.0,5.0,5.0,5.0,5.0,V,V,V,No one as for the moment!,Cool,"Amazing attention to young people.
Great place to start the career!","Current Employee, less than 1 year",3.6,4.3,4.7,4.7,4.1,4.0,lux,deloitte
2021-02-09,"Manager, Capital Markets in Luxembourg",3.0,2.0,3.0,3.0,4.0,3.0,2.0,V,-,X,You will have to be on a defensive mode every day,not the best job I had,"Big company, some side benefits","Current Employee, more than 1 year",3.4,4.3,4.5,4.8,4.2,3.9,lux,deloitte
2021-02-11,Consultant in Luxembourg,4.0,,,,,,,O,O,O,Long hours and low salary,Good learning curve,Quick way to learn new things,Current Employee,3.2222222222222223,4.333333333333333,4.555555555555555,4.777777777777778,4.111111111111111,3.888888888888889,lux,deloitte
2021-02-11,IT Risk Analyst in Luxembourg,4.0,3.0,5.0,4.0,4.0,3.0,4.0,V,O,V,"-Long working hours but balanced by company atmosphere
-Salary could be increased",A balanced BIG4,"-Very nice work colleagues
-A lot of trainings
-Diversified work engagements","Current Employee, more than 1 year",3.3333333333333335,4.444444444444445,4.444444444444445,4.666666666666667,4.0,3.888888888888889,lux,deloitte
2021-02-19,Officer in Luxembourg,4.0,,,,,,,O,O,O,nothing wrong to say about it,,good level and good people,Former Employee,3.375,4.375,4.375,4.625,4.0,3.75,lux,deloitte
2021-02-24,Senior Auditor in Luxembourg,4.0,2.0,4.0,4.0,4.0,4.0,4.0,O,O,O,"- Work-life balance
- Holidays not available in busy periods",Good experience,"- Learning opportunity
- Personal and professional developemt",Current Employee,3.125,4.375,4.375,4.5,4.0,3.75,lux,deloitte
2021-02-24,Auditor in Luxembourg,5.0,5.0,5.0,5.0,5.0,4.0,5.0,V,V,V,"A lot of work during audit season, very little work otherwise",Very good working environment,"Learn a lot, people are very kind and welcoming, good working environment, food vouchers that can be very useful","Current Intern, less than 1 year",3.125,4.375,4.375,4.5,4.0,4.0,lux,deloitte
2021-03-04,Senior Auditor in Luxembourg,3.0,2.0,3.0,3.0,5.0,4.0,3.0,V,-,V,"work life balance could be better, high turnover",Good overall,"Company car, meal vouchers, 13th month, bonus, good first job, big 4","Current Employee, more than 3 years",3.25,4.375,4.125,4.5,4.0,3.875,lux,deloitte
